Month,Revenue,Cost_of_Production,Operating_Expenses,Net_Profit,Risk_Score,Credit_Score,Budgeted_Revenue,Budgeted_Cost_of_Production,Revenue_Variance,Cost_Variance,Profit_Margin,Revenue_Growth_Rate,Operating_Margin,Budgeted_Net_Profit,Product_Category
2022-06-30,216454.83966969355,225807.7125898256,123015.35266761678,52156.337449385,8.892184867105676,793.41,295377.2974818711,300809.82853229385,0.0,8658.624001396387,25.276499350669553,50.62188645964424,64.03942334446138,,Diagnostics
2022-07-31,354854.3734122244,144837.415943542,54580.272803090294,71587.66432312816,9.276887596582041,787.9,199344.6594930887,210632.01938753144,21752.440446457564,-12058.108520051712,33.29779510634917,-10.96679129852401,64.2651676707792,,Diagnostics
2022-08-31,203685.59310976524,288508.5543718337,133248.408890202,74358.30355704499,6.205180201876706,728.93,236076.52222426105,235715.28226583663,-7742.682644085821,-17774.11723633469,33.985809056656066,-17.37066826818843,25.68211489534543,,Diagnostics
2022-09-30,450972.6924761354,64639.27392269855,128783.03985406116,9811.325232448035,1.21104884115567,653.12,292101.2264629041,75544.18467886286,12040.358399558245,-4452.183774517232,2.030748050202299,50.808732227957044,68.94235175833752,,Diagnostics
2022-10-31,121748.29732145664,67555.50942088691,133729.25336161896,66868.62311757133,6.818540567872491,346.28,124985.89719007145,74664.65352131102,20588.547766469303,-8800.65891634537,25.439611725666445,-53.08323053144886,20.095070893977717,,Diagnostics
2022-11-30,180936.52247291105,45574.06394739395,179140.70435128937,47053.628367591555,4.572960077065047,388.9,159369.0658047026,69991.18107050387,-5148.512301754234,0.0,16.916704666882744,34.71944477797712,29.55815885692419,,Diagnostics
2022-12-31,273058.2183695904,123781.31995244873,104092.74718827395,39556.86954006275,3.2728331895967466,794.2,337376.8745508593,175403.96047863824,10938.71535482188,0.0,8.962505443756427,20.82321629974085,62.78055399473276,,Diagnostics
2023-01-31,233263.26739767316,94821.54772424945,191086.72183114878,26565.898122495706,1.2718176829118772,633.54,357748.182638078,151275.63736461246,-27070.771713993443,-9741.46571234113,9.093085074906687,12.118006479689756,73.56419830654639,,Diagnostics
2023-02-28,551751.4577515791,111874.02276486676,88542.8659655497,33265.735021242544,6.429031387777687,305.06,462291.30351674854,128546.63522753921,-49493.48345020619,-2505.9921996440576,8.152410337982875,45.961197649206106,79.60913276052518,,Diagnostics
2023-03-31,174372.83445720276,295071.037196728,23760.061650017167,113476.55200284912,8.681415874265012,355.81,175972.34630633588,254400.57807183493,-16709.818427032013,-6045.663803870228,53.226127275522686,-51.18602991442896,112.30547282241784,,Diagnostics
2023-04-30,419408.48360996845,163535.90771511957,41302.250497990084,41561.80914563507,1.3132947364383813,664.93,242213.94967568296,144413.6692036427,11095.223224633273,-7524.703934557008,12.768921843837648,111.9375810855524,74.92205322356169,,Diagnostics
2023-05-31,329446.25519647053,111825.42536642756,29057.086284352925,73038.68340377919,6.004759778803369,302.78,302152.5793719129,117687.6733076746,32495.10993861676,-8107.511943519207,10.066897426384031,10.304828052049679,70.50143641036507,,Diagnostics
2023-06-30,164123.44640307358,185595.2054623603,113294.89694235937,88205.93481384122,4.714337415092482,388.44,87346.98919841429,176900.8588528996,-9915.348155838032,5278.602993217958,69.77969175249068,-84.94316313013188,-20.868420965053975,,Diagnostics
2023-07-31,437468.10157577536,90499.72651591316,82342.33671382388,46099.600224477545,9.573091951673362,601.8,370122.7557475604,103506.86767196341,3593.1762249925396,1497.8804145887655,15.678123939565237,199.8761519438712,87.68637969853981,,Diagnostics
2023-08-31,139686.73339747684,267938.8461438681,68179.90361282793,83781.11728010215,2.4764498341265107,680.54,150291.99984383956,264508.4415348779,-13161.325271558584,18473.97257987034,52.09892687273725,-61.654371405886266,31.938794386201124,,Diagnostics
2023-09-30,120633.32021271095,50251.85121635322,202010.90205839046,85373.08106562687,6.862489280233804,658.58,115753.50412391717,57063.32332568169,-10230.721522859829,-1609.7883892054235,70.20111243175495,-23.246407941367845,-48.37239497682592,,Diagnostics
2023-10-31,316939.9388597036,277864.84202085226,62988.97017068563,30542.654576951096,5.306958086290136,423.35,686884.7895707084,224150.7309329266,-30385.541658217975,37095.709640522095,6.801683990083109,240.47884963985138,67.29652410382039,,Diagnostics
2023-11-30,413715.4868647342,162507.72662551177,92742.4758757897,56929.25909867891,11.320088314112814,691.7,436167.2532453281,223183.18434891338,17270.291097621197,2704.0471539226915,11.815676738063178,1.3220204322358329,67.03506830047496,,Diagnostics
2023-12-31,274683.2424188736,89027.69964446565,114642.47078717354,25073.738519131028,2.1328311583957937,430.49,405963.88767753524,82624.87302579862,6445.858338517346,-1134.000708238084,8.950445540573018,-19.982580182024265,51.54421737017377,,Diagnostics
2021-01-31,203401.81247240963,95388.68553805476,26113.636072682115,22962.99051071426,2.8575301136281475,487.59,294313.1177856456,130221.70536562994,5380.216745857719,-9411.330531396887,12.536575418342784,0.0,85.6802445022775,,Diagnostics
2021-02-28,574016.7139875279,89813.3422673853,217568.68681480648,21823.38098469279,1.3500830943946978,362.41,487761.64486879937,80021.69245011378,-24536.869051416943,3331.41770633504,3.3407705222400104,105.13872310302918,91.27884630230704,,Diagnostics
2021-03-31,356507.3172099628,181694.19826723475,186318.11671165412,44213.36290111491,8.454513626738747,808.58,277390.42946621816,255363.09605171607,-11136.615499327378,19241.819699055,7.788863274565982,-19.655376843379226,62.83751252313361,,Diagnostics
2021-04-30,388668.228744183,215574.10266957225,179319.92845433942,26525.56597956413,4.914959177490787,782.54,369731.56099744374,186487.87039052031,-24979.947259916662,-1270.3941407531167,6.590706525882742,-11.88739922276386,40.516393951149865,,Diagnostics
2021-05-31,147503.18538992578,103743.63862019333,140313.3435873553,85673.47133722468,0.9754161558452916,441.87,214639.76717253868,97526.0512325364,-6099.901206728844,-6802.043699673327,74.2310623065329,-68.02834961755515,0.851014348010002,,Diagnostics
2021-06-30,126256.46934917672,156324.61893487637,36972.98844803629,68947.38266076685,4.468022544049111,662.99,109272.56297144099,143843.4836444537,-1563.0105836399948,-5352.757812006604,40.45242511414281,-0.011574831060060747,54.63560762146347,,Diagnostics
2021-07-31,135086.95879019183,60166.62501141139,79046.36113990088,55228.623173770706,8.70562881328892,749.47,125059.30006913854,64525.26662438681,10270.436484574873,-558.2693298530166,58.432743629052595,-21.5094842522967,23.93115621400119,,Diagnostics
2021-08-31,560898.4563845186,333815.79014492535,63125.371006031295,96864.99715432974,3.16016769272891,605.36,365819.37935618375,310209.0086173415,14391.782782482167,18538.173618004836,19.390174740191554,274.94231149361747,88.49150229716662,,Diagnostics
2021-09-30,387889.97003648675,92459.28611305122,190795.34694587658,86817.53995139473,1.9268206185500443,591.31,246301.36306906288,100064.47721090892,13584.581888705063,-2388.3960258479483,27.631467983668795,-25.83637254711195,59.58289063424233,,Diagnostics
2021-10-31,336128.6420560617,189035.81335567657,136841.1693288052,25665.77772074994,6.811433724854222,433.02,299010.7406787373,228960.59877337486,14766.579852389441,-26791.786240137117,5.332894716830417,10.700191347632428,46.79776909161351,,Diagnostics
2021-11-30,95581.41643490383,122914.07082009387,109571.56960560118,100788.68546304328,8.71266155658009,351.21,134114.93573436217,115693.50571814286,-7792.201583321277,9096.22625431416,81.63692476528963,-75.48007291669134,23.98135789487672,,Diagnostics
2021-12-31,510388.9016647591,235788.34817665681,34891.58350876579,53596.62094249332,3.4063913555067717,793.47,429364.6608079105,201054.49335359017,8629.139211304311,0.0,13.39616399495553,371.1682394838708,84.89645814426991,,Diagnostics
2022-01-31,524490.119659447,235346.5847513026,54893.726966406844,71487.13175030543,5.108656377639789,795.23,639602.5810631603,214194.82895251742,-24772.52249392448,-20846.49634621374,21.6887300879515,-9.79388727183803,88.83816988152712,,Diagnostics
2022-02-28,223388.71887717626,111113.499881403,72488.33299978805,99902.41626984136,5.90166818207336,648.21,233509.8771111179,96275.50616952743,-5318.985190366306,-5321.870364355614,48.4844319347848,-57.33681081799553,58.85328578128174,,Diagnostics
2022-03-31,203677.90707689477,287180.44340922957,162064.93904182743,37405.72636929625,3.191769069026732,486.47,232301.8745766758,318684.6149452382,-8746.037569459017,-14617.76751600469,19.7253053077501,-5.6726894248406605,10.74590897760117,,Diagnostics
2022-04-30,141220.70697904055,322117.5587615823,97932.40057298739,17697.392015400725,8.274659036867961,492.07,171421.82897711603,336303.52618756547,0.0,-9750.32871940581,7.497850003848104,0.30230364481322375,15.061193899332222,,Diagnostics
2022-05-31,235959.23838261116,283387.00740898977,194790.63220546066,33296.04946747027,3.4508026608800813,699.28,230253.70085670837,208071.2443180022,-4917.104467461333,7550.984424394718,13.163555809380025,28.050723915510485,19.23223189238656,,Diagnostics
2022-06-30,305026.3678696959,330875.57742602646,89864.9636696549,47339.5642636607,5.4141597823508985,793.41,338647.958468028,302778.7878530171,0.0,11396.665616230242,17.317281918178573,40.75159799685464,59.283504817761724,,Diagnostics
2022-07-31,236823.92249689097,136057.8087389735,44527.48438614604,105552.60512502557,8.041028770539297,787.9,259427.3694680194,144004.1882117266,15444.969242517756,-12258.098365715181,36.41000514230758,-12.09152087495137,76.1030424517193,,Diagnostics
2022-08-31,168429.5867991911,225380.14028114817,139539.56898174505,85205.21680692035,5.8167649108786,728.93,211431.34161536396,269588.61374652665,-7974.626691508079,-18232.529231752214,51.717845249491695,-14.657684175805745,33.945846423745884,,Diagnostics
2022-09-30,289766.42687483336,73097.01654529377,137708.04622019222,10757.354748014428,2.1881971683000727,653.12,351834.6286708212,93518.3306300234,13234.044706702005,-3873.0673833147434,3.956067761536772,78.18796818682941,66.30350671856829,,Diagnostics
2022-10-31,157603.09641087498,96456.92946596796,148643.94163546135,74302.17055579794,7.719981601875762,346.28,176374.07223258482,106196.06101877494,18709.818910758328,-8886.25732324199,48.93977330227844,-68.02077499655616,19.478570865952463,,Diagnostics
2022-11-30,261800.88826474454,53368.40738424014,142124.98102006494,45601.42259942101,4.010223969566778,388.9,244890.032062386,83016.53825357763,-6144.556945664256,0.0,26.44080000963875,35.58449100312206,28.941256758917604,,Diagnostics
2022-12-31,248341.3796474423,103493.16569804758,122036.26062548206,32372.556630266117,2.5723001580553655,794.2,166710.54563319648,115838.7094838849,18227.614733794617,0.0,11.066794435038195,16.459443567975985,70.54589015453519,,Diagnostics
2023-01-31,221553.01701061358,166525.59441820384,155978.44759385096,20456.780964798574,0.9837379225775409,633.54,363706.7543327138,147142.64750423352,-31801.70403307118,-11356.16658438758,5.722486406034984,15.404293305771805,49.3170043519464,,Diagnostics
2023-02-28,457586.9683533488,121027.82185530577,97978.15850308293,32274.058412475137,6.820221199570413,305.06,349675.86221686006,139204.93882428526,-33822.02923059557,-4244.268192352398,10.879606831639245,45.90628526422381,79.84428136652967,,Diagnostics
2023-03-31,148053.460508596,230206.66189094316,30681.52967493911,117226.33422090445,6.851870918106259,355.81,181352.23255605894,274849.00644987385,-13038.652797025714,-10641.053523321089,55.82719448419708,-51.3425821098486,82.7020759332145,,Diagnostics
2023-04-30,293654.6119359395,143400.70847044463,52971.982279907235,26577.963917211564,1.423493150869,664.93,274976.89013415854,115900.12775323087,11272.878723821566,-11012.145268981718,10.9407294413173,96.30526250811563,77.50627083455248,,Diagnostics
2023-05-31,246065.53651807783,103443.17847333325,31499.892148540363,67731.6313798545,5.181016705833536,302.78,338895.004400622,153181.34219261308,24719.823734730573,-10811.631766994571,13.884709729914315,9.851365382425037,104.49129991552952,,Diagnostics
2023-06-30,121575.94009195098,217016.71878380017,150648.90347123847,74184.84502283059,3.362133053682241,388.44,115762.56522927083,162215.7934636577,-11935.493605717911,5741.374961828965,77.62936103304588,-73.97990553923434,-16.78367835111466,,Diagnostics
2023-07-31,342774.5553136907,88325.32456311677,93693.8913994832,52538.76579637795,6.620656435557692,601.8,286266.8595103691,76571.28233052362,2453.692153291141,1846.8003688745202,12.245663609175125,223.43064439607073,69.80931268796093,,Diagnostics
2023-08-31,191670.39281620388,221927.56664031858,126849.82697130488,104758.4448759071,3.1407508957962054,680.54,134345.97992802144,253187.61966550053,-12130.554481648729,16267.726761941574,59.09183456446464,-49.171772151065944,34.89545883579226,,Diagnostics
2023-09-30,158211.77072918738,65842.42833958314,242249.01931528546,95647.07174155128,6.255685966935446,658.58,151693.82912581356,69324.05623309451,-8834.134591066662,-1295.5786277570644,67.52205318556801,-23.824107908024576,-43.554253956781615,,Diagnostics
2023-10-31,468772.5562997704,277629.3301288224,59588.07771788952,35448.30530635774,5.529870887536094,423.35,667059.4667024076,328355.38476049487,-36594.67206905953,29864.41878793995,5.8590982615665625,224.54091949820003,91.12232988763778,,Diagnostics
2023-11-30,538965.4007697637,284058.97614818736,86753.48992065519,47889.41505269268,10.896210101155956,691.7,609762.8348234959,177737.209344608,21287.409550076245,2052.2766302479927,9.43195154945514,1.5994130363648458,65.93607241739045,,Diagnostics
2023-12-31,502023.7469118071,84593.67267723595,123137.9219695527,27020.097158187775,1.8761460674472996,430.49,406762.5080842847,96080.17488776178,7537.5423320569225,-951.0266781874475,9.55041308372756,-8.596793811947993,48.849840710732586,,Diagnostics
2021-01-31,241932.50123772433,136002.2508627791,29570.560482377223,23410.877049263487,3.56643335068028,487.59,221263.8873596287,145946.1536349734,6082.937172214375,-11979.239568507153,10.511959536353634,0.0,114.39111163713231,,Diagnostics
2021-02-28,315925.4544696991,61243.89894012298,105340.11863149048,17229.919741164482,1.5688577119960259,362.41,470281.95636213117,60883.14669977738,-19047.90530520305,2746.724926686417,3.4724160791338834,100.5844112816348,41.266142350262356,,Diagnostics
2021-03-31,481593.86405590875,171626.78184240637,127169.51137477797,30609.584636604897,6.394056247929636,808.58,399205.789277844,185775.54269450935,-14925.668638693016,20428.075600713968,8.278093832533488,-13.218225651074558,56.066149441713506,,Diagnostics
2021-04-30,358683.93958227284,140507.74125684498,122255.27826148956,24511.076831153416,5.137405157968899,782.54,194469.5871002053,125639.9091979116,-21203.494360681038,-1492.739495425913,9.277134510284933,-15.404750415143843,46.50544172628796,,Diagnostics
2021-05-31,103375.21279590235,79739.98479604865,156894.03688962877,127384.9584653665,1.6375033444253055,441.87,136261.1892552955,107682.16540198357,-5651.479240452974,-5423.199358675952,50.402320276385666,-77.13087636337137,0.581318266141628,,Diagnostics
2021-06-30,175757.56187996917,149907.46581812415,37684.13071084091,69493.43006239214,3.3885852998534514,662.99,179997.5728218559,168494.19596011896,-1926.7429520123999,-6319.726035091307,44.63988041531542,-0.016534902602367965,71.74950854942985,,Diagnostics
2021-07-31,112245.03089503881,73802.28276420303,72100.55437373636,55194.79614409308,5.788497779261494,749.47,153345.87407164185,70363.5379014543,10063.155911441427,-717.8429358121344,61.907835488939504,-31.681135181710403,29.16312112837486,,Diagnostics
2021-08-31,325518.5932079763,241666.46315700677,46136.385691271564,101296.5322191098,2.3009921903331705,605.36,436595.33112201357,257092.9055089595,13169.009993693217,15782.586456336589,14.539614173749918,253.26059940445163,86.22761735755154,,Diagnostics
2021-09-30,294178.1271631532,158201.23580677662,134874.0572199908,65732.63982188224,2.110328230301907,591.31,273689.84053158126,143018.95937063964,12719.973661836546,-2655.0388130023694,30.629893863124146,-36.23859739381535,56.43315775626772,,Diagnostics
2021-10-31,469783.26076572895,293127.16986090183,128425.0637566512,25672.813030794365,7.613362485773861,433.02,393590.8758892343,283679.6912303124,20021.297283049047,-25593.812741848,6.631027103005258,15.16620143046801,68.89579617795545,,Diagnostics
2021-11-30,151875.92786708535,99086.25305983178,123109.85507918388,54409.97190647088,8.504379973086772,351.21,92620.67352727237,92869.64451320785,-9394.426966798552,9778.56434546819,103.8932139219114,-70.0989839699667,21.10075146790811,,Diagnostics
2021-12-31,349587.5528934609,175548.60677125832,41467.506725067244,71179.93515139143,3.472528860057937,793.47,557094.3213789166,218381.7716597383,8790.00016533325,0.0,11.040099113235218,363.0055188331992,122.35401116597302,,Diagnostics
2022-01-31,315144.6382579458,195802.14633694832,53452.22185727238,75578.07331661963,4.926133436203717,795.23,451901.19498196244,236208.712888066,-40914.557428233245,-16430.345104639036,22.150664413170265,-9.992935446342166,64.030736230408,,Diagnostics
2022-02-28,241418.49478096332,73834.5907499155,84964.94459255897,90708.83038657499,7.527112064952352,648.21,182814.69950397193,79799.14829566135,-4147.3100197271615,-4739.610888816051,42.92745208163978,-56.194072154024234,51.948355862133525,,Diagnostics
2022-03-31,169942.5162634734,246588.84973921755,125560.87823891077,42018.91187729691,3.3548275952548536,486.47,271447.51131791994,356869.2227137218,-10932.177164418606,-13128.41773065969,27.475885291292226,-9.05221945262333,12.204460055017481,,Diagnostics
2022-04-30,156322.69182984292,334967.4143426964,152691.29365801997,16872.349069662832,6.01524126396466,492.07,151466.4786137655,388442.6287682522,0.0,-9513.935382110447,12.268016766556071,0.3400935535244412,16.660588511768587,,Diagnostics
2022-05-31,188252.99908322177,257872.72010759806,210579.4562792285,35190.87585967112,4.770770247583734,699.28,255312.81681539596,221404.6327418303,-4720.0950863473545,7674.594710875106,11.426406449274698,29.87883469831942,27.590165028644915,,Diagnostics
2022-06-30,225714.3515440444,227891.68202994613,153129.23845347448,56484.14063605836,7.133998879746016,793.41,257157.95347346962,267477.336547839,0.0,10149.211272216995,21.446458077335954,34.57664302469904,59.17585229471587,,Diagnostics
2022-07-31,400489.27000346116,235735.99719900527,64174.861407619486,66901.09347646174,6.940596236382106,787.9,275065.7422683706,189749.73360098375,13236.12966011476,-14977.996936593876,36.25384827700673,-12.87482954143109,78.62950988991312,,Diagnostics
2022-08-31,161466.24455019916,232870.22862972404,234687.0822834023,68272.28718864585,5.317820105030566,728.93,233673.85612560398,408339.751736263,-9630.680310856273,-10389.81412568944,33.80025853839173,-18.864648004503305,19.775712201034366,,Diagnostics
2022-09-30,358201.886014991,73383.86086794618,186167.12116397964,8247.318619095686,1.7663597838231893,653.12,323200.0625418427,75000.12788004713,14238.435005577247,-5447.6675057823995,2.1137199608109696,65.18992610448468,67.44356326288326,,Diagnostics
2022-10-31,109728.62718193558,99303.75064524179,114763.09837644763,73123.85692262411,9.355757522730002,346.28,170691.19354455548,84950.70480963623,16500.65144518549,-5811.2009579417745,31.593391876029937,-39.75000715092105,19.199185467173525,,Diagnostics
2022-11-30,184424.45382816208,48805.43149345178,185936.14168217234,42201.474221598764,5.8687103668363,388.9,224104.7631900549,76422.17728177775,-4546.08969890554,0.0,16.932940115050066,34.206619673394975,26.70041435125596,,Diagnostics
2022-12-31,215866.62949677478,119368.5543971176,87291.61857848518,24899.233912952455,3.6607978563731467,794.2,323754.88492647244,167133.7296758802,11457.290841480955,0.0,9.0487253842487,15.793731944325376,74.15936544971714,,Diagnostics
2023-01-31,217016.08104335846,124263.64301823839,178727.35979309995,17627.21873864793,1.2455329531250683,633.54,264291.3868524107,152202.05321017175,-25929.000906664027,-6742.002140040039,6.005905117612427,11.358218115288059,79.77899770289032,,Diagnostics
2023-02-28,664842.8484394968,133383.22776188448,78133.98408365677,32987.413633164884,5.468320124112273,305.06,505498.2205301597,104783.30194417246,-32139.835566874495,-4083.0504460335424,6.023855568696868,47.399091266567,100.42636863292218,,Diagnostics
2023-03-31,187717.14777474856,274315.81842239853,38169.199802696974,143353.81989978606,7.701738007628351,355.81,213530.7368346843,348926.916437813,-15592.651373016046,-8213.918558366562,47.44001003583812,-67.8619617641126,95.00937654623839,,Diagnostics
2023-04-30,374930.77347645734,163299.7310892082,46050.297695667716,33416.92135265342,1.1649683329479328,664.93,391852.1416701622,119914.47877721117,10311.83495363068,-10845.932609869074,11.593451628047625,61.4368842980695,97.14335677191345,,Diagnostics
2023-05-31,349535.9014073829,97423.87031157962,36479.953450985035,69896.88270102747,5.81345932403357,302.78,323097.02234557795,94066.49916437524,31584.394567444775,-9359.094444538085,18.29596859667488,10.508633970989443,62.02792107491384,,Diagnostics
2023-06-30,136552.50351377236,144357.975451383,141792.5678609292,68167.14532603454,3.3573197998168642,388.44,126856.16218629022,136815.2527130567,-14552.326354360195,5602.357566855624,48.311484626152,-66.12327637642173,-18.687025175253954,,Diagnostics
2023-07-31,278894.28078803746,110449.49186887943,81925.32379766504,47971.830905674324,7.846524864597067,601.8,431199.17692655453,120176.09548280398,3278.596820039742,2072.604461658071,12.61198773013242,183.33104534781066,66.19022877522033,,Diagnostics
2023-08-31,193157.4633848843,348203.63279325777,89906.22670790259,73867.8978295251,2.570225833334509,680.54,147209.8637805068,298124.964248006,-13330.12138317986,23620.058222381664,44.58352838554281,-39.12114249335085,32.4345726799205,,Diagnostics
2023-09-30,130305.71221282665,75589.9879811915,144134.72661428349,103410.584785847,5.398844190800259,658.58,130053.44331849893,76177.3983731363,-7942.243132351117,-1436.3567606369513,63.53868482155939,-15.44954954104485,-67.26378556385471,,Diagnostics
2023-10-31,306191.7714783161,365715.5842633415,58568.809923342764,35449.0347669735,2.90780173615222,423.35,538435.2309425895,370425.9343419157,-30492.496197843935,36521.28535124024,5.431251108314337,301.7093098651355,55.34560618280922,,Diagnostics
2023-11-30,318159.15120049973,212376.05614240718,77672.98553422699,47970.397177707986,9.565998267929967,691.7,399327.70887892327,200392.4150976864,20269.84655645264,1825.0999394335463,13.191910847221154,1.6602266918606627,57.8092789644223,,Diagnostics
2023-12-31,301020.9010403388,85812.14597454993,119571.3681052102,32383.832019493184,2.2616139446446497,430.49,362658.4693161828,117557.83662485321,6466.679768415219,-763.574804177749,10.265522678409448,-13.918556551867812,48.50905681579787,,Diagnostics
2021-01-31,264650.4132253303,172074.69322421268,29168.4309024701,37025.18543234777,3.1569211784710474,487.59,281055.10850385815,130763.05607340652,7491.304351892816,-7627.093466858435,10.111396284111803,0.0,60.07149359153491,,Diagnostics
2021-02-28,393136.10890948854,80071.47449958744,139748.00839180913,11142.810603208607,0.8299718164510805,362.41,527360.3336920053,80399.3844216598,-19512.111933077107,2231.050057506967,2.8086392506554745,99.23588596668684,71.45743918986265,,Diagnostics
2021-03-31,429127.0352964374,272002.4066309436,163037.90882017117,54845.99403391648,6.2732369603236116,808.58,337755.47664168256,186088.88646378223,-11914.467664564438,13051.233025611124,12.273687856323836,-25.34885949950027,87.08024110125871,,Diagnostics
2021-04-30,307742.5978736751,173557.95276081839,108530.77701653949,27466.675911365855,5.346001650422051,782.54,442961.0845673687,236042.51048330596,-19138.290601637334,-1321.3659896393006,7.462497629456738,-21.006118578764124,40.98239032122377,,Diagnostics
2021-05-31,151686.7796367243,81174.05993972401,165125.75405988414,75826.95159816006,1.6422480129222947,441.87,155421.6873684977,102235.61839650231,-5707.950919181311,-6809.663539969708,47.629950148634,-36.20252656206645,0.6477769404972511,,Diagnostics
2021-06-30,195169.03963367638,194165.94955615315,45510.93798294866,134067.6962947494,2.2939621714404477,662.99,119950.40664681086,228665.68041676003,-1945.9434691858362,-5088.007060460421,71.10495633768389,-0.013622900520738395,72.65878604085498,,Diagnostics
2021-07-31,148259.56377091655,58895.15294020963,73308.74017065277,93798.1575146261,12.99184650734966,749.47,118965.19205461265,50651.294127737856,7596.687713081683,-508.6459211052279,47.77633859619691,-28.63417952453629,29.881087347868377,,Diagnostics
2021-08-31,460890.0262038348,394069.9749737249,46887.59216190351,113105.64751681853,2.5452469646423572,605.36,537116.5163364753,199626.39401119,18239.977204481675,26851.204376832688,17.52829428835485,203.85208558454707,95.11786462292287,,Diagnostics
2021-09-30,277677.4214928982,109547.39093440666,214223.0901681402,72952.0820337294,1.8468501744014887,591.31,378524.43236064765,146189.61112421422,18218.87984143272,-2698.4472651398646,18.854619173701213,-32.958016042405454,52.14571877513925,,Diagnostics
2021-10-31,302010.8497948275,209781.30598143788,86351.83299564265,24428.23024367105,4.622060480698834,433.02,416984.2648883859,190816.7825000592,25477.006333106576,-14230.369780596458,7.903055870953096,15.153869501654631,49.806582091693876,,Diagnostics
2021-11-30,139060.55698371565,126119.34835448883,103609.12758523949,83434.83389413626,10.368832949218977,351.21,116230.97607163928,118999.86567855717,-9042.440112084552,11692.09074003743,107.70364324062412,-59.24888110070235,25.1989909248236,,Diagnostics
2021-12-31,489077.72412728664,159254.28100441556,41013.801058750076,66132.40263463458,3.1139975240199154,793.47,694430.4854637836,136815.01820401216,10459.41399049541,0.0,8.168698578100132,362.0259556128368,93.64347300568876,,Diagnostics
2022-01-31,530927.0206147404,179282.32090422648,65688.43370567032,90135.55120767425,7.891993544876209,795.23,444750.44913811964,176297.6741016333,-28522.66651807917,-12470.21733441012,27.014978224312262,-13.002899923943888,95.71040554309644,,Diagnostics
2022-02-28,184186.64168787806,97466.0372105014,109475.25406126081,115008.87809368872,10.118007628759178,648.21,153393.67347734378,62366.40252685083,-5020.886860577799,-3321.6549326782865,43.52279704305698,-57.659138286226266,46.42603795472883,,Diagnostics
2022-03-31,243437.75756037165,355167.8729780902,125999.49644673652,29492.823280980614,2.920495477052975,486.47,142651.71641027374,255680.08339426838,-10645.116855968752,-8726.889063887385,13.630142593880462,-5.47289340481056,13.543014523094437,,Diagnostics
2022-04-30,147676.69961176798,341499.95803205774,86334.89862288912,17381.108180641706,4.7573528745730345,492.07,171653.12509062007,209139.11123045828,0.0,-10552.24851704888,12.836326079470744,0.4211301471764029,14.40051623394407,,Diagnostics
2022-05-31,315540.62320858537,348360.7792437761,130501.71487160059,28597.723500893433,3.0600411952172957,699.28,179079.707231298,277536.39288467413,-2429.6855447758862,7622.454192137088,20.256045904203955,22.338587721088572,14.375510264489456,,Diagnostics
2022-06-30,270881.5108627099,242554.44415511834,126243.13996723155,47912.75880669836,7.263780688344698,793.41,275182.27564475354,355265.5865895418,0.0,11413.07892842565,13.688928310145007,32.28436004333448,48.76593092546272,,Diagnostics
2022-07-31,247366.13380144312,161497.62066314474,63428.828398530044,98786.48477251768,6.772812845937073,787.9,164053.77084557372,230266.51179263642,14334.23119043021,-10341.711982969457,27.377956163550426,-11.14814821630436,84.68150420859483,,Diagnostics
2022-08-31,130527.8230141503,244646.27486196585,173089.7335361151,112804.59333811782,4.4454422895818135,728.93,269835.52994025603,307890.5848356798,-6388.303013321637,-21496.745065707877,32.93822161469448,-17.622281993416156,30.952510296998632,,Diagnostics
2022-09-30,296726.09340727894,78913.3348200895,136153.80806354043,9665.414880848979,1.8701996000261274,653.12,299467.36702989106,75850.06197129237,12336.363288011125,-4416.14312966416,2.7588728158208786,79.02328016937373,44.12001310171249,,Diagnostics
2022-10-31,194144.84882345612,103851.82570890166,111629.07567704824,44129.352665832404,8.66565136027931,346.28,159620.3897586222,125152.11077518524,14182.541739968025,-8262.008521223821,38.23931639670238,-53.177379848391666,18.016023908708444,,Diagnostics
2022-11-30,305626.37526667945,91781.5167393232,132190.23075702967,45943.2351893357,4.54497903913116,388.9,263468.2237093594,43118.12927301513,-5354.225682783983,0.0,22.286862826468255,38.59255012898029,35.20947408885754,,Diagnostics
2022-12-31,199805.07088598917,134881.2066806469,119033.20886614926,30777.053251522157,2.672305282157401,794.2,141822.84033509775,117446.94589859237,15046.759294590382,0.0,10.431787133531184,16.045934499103726,56.75562094224784,,Diagnostics
2023-01-31,247561.61265778373,160287.65816480384,105921.43409037823,26368.89997079029,1.472583470216125,633.54,416280.8165341256,131486.4663094313,-27449.682769004135,-10718.837978032841,6.398216877220234,10.79425467429052,47.142180247547564,,Diagnostics
2023-02-28,351202.77759332594,136014.00121383704,109995.72740629052,33743.1762968788,6.244140050805562,305.06,300663.69518627465,132932.38466148986,-29514.793159150922,-3682.524900688834,10.04681585286499,30.318900092756543,67.71133590832542,,Diagnostics
2023-03-31,183744.30503202963,223703.80595620786,30295.656171539165,101732.78555467197,8.640435932444984,355.81,282133.82673595217,184404.80886994046,-18349.732816321077,-13329.710512123278,40.94273456524328,-49.83290105526472,68.93947710780726,,Diagnostics
2023-04-30,324712.4830289287,134210.74925415448,44032.08080024222,37770.45583924409,0.9674292472132926,664.93,336189.80301798147,93333.62571857759,7322.159536827335,-7467.305034116298,9.952690119214259,90.82290112245487,71.30044462389014,,Diagnostics
